measure,location,sex,age,cause,metric,year,val,upper,lower
YLDs (Years Lived with Disability),District of Columbia,Both,All ages,Depressive disorders,Number,2013,911.7722359123100,1563.9495795976600,440.94170311681600
YLDs (Years Lived with Disability),District of Columbia,Both,All ages,Depressive disorders,Number,2014,897.7873361687150,1545.0034861393600,438.5548177636660
YLDs (Years Lived with Disability),District of Columbia,Both,All ages,Depressive disorders,Number,2015,892.4389615696110,1536.0957827452200,432.8900717956450
YLDs (Years Lived with Disability),District of Columbia,Both,All ages,Depressive disorders,Number,2016,892.2302652709620,1532.1850676614500,431.4000401750700
YLDs (Years Lived with Disability),District of Columbia,Both,All ages,Depressive disorders,Number,2017,890.748556372241,1513.448124261980,434.5567449851990
YLDs (Years Lived with Disability),District of Columbia,Both,All ages,Depressive disorders,Number,2018,889.6893760628510,1493.4255392818800,431.9125877032900
YLDs (Years Lived with Disability),District of Columbia,Both,All ages,Depressive disorders,Number,2019,889.8311987598220,1510.2388361381400,432.318616231022
YLDs (Years Lived with Disability),District of Columbia,Both,All ages,Depressive disorders,Number,2020,1020.949049976430,1828.461375557250,458.8551681927510
YLDs (Years Lived with Disability),District of Columbia,Both,All ages,Depressive disorders,Number,2021,984.7033356702700,1737.5174257560200,447.2624956180700
YLDs (Years Lived with Disability),Delaware,Both,All ages,Depressive disorders,Number,1990,844.5491772739080,1418.2479166094400,376.8999277173280
YLDs (Years Lived with Disability),Delaware,Both,All ages,Depressive disorders,Number,1991,901.2217690434990,1533.384690837390,401.83312163227900
YLDs (Years Lived with Disability),Delaware,Both,All ages,Depressive disorders,Number,1992,955.3309212336020,1613.059350063050,427.0215645632260
YLDs (Years Lived with Disability),Delaware,Both,All ages,Depressive disorders,Number,1993,1007.3602714340500,1711.0808145939300,446.83285915244600
YLDs (Years Lived with Disability),Delaware,Both,All ages,Depressive disorders,Number,1994,1056.726161501500,1807.557783619630,469.6248829489910
YLDs (Years Lived with Disability),Delaware,Both,All ages,Depressive disorders,Number,1995,1103.7065632716100,1896.421977732810,487.2129299681300
YLDs (Years Lived with Disability),Delaware,Both,All ages,Depressive disorders,Number,1996,1157.839093198240,1977.514613622970,509.7083257375340
YLDs (Years Lived with Disability),Delaware,Both,All ages,Depressive disorders,Number,1997,1227.0213752426600,2087.898345741860,544.1332224884200
YLDs (Years Lived with Disability),Delaware,Both,All ages,Depressive disorders,Number,1998,1300.2846649565900,2181.054370218050,582.0413983897590
YLDs (Years Lived with Disability),Delaware,Both,All ages,Depressive disorders,Number,1999,1368.7453015465100,2277.526634160370,628.1403328891470
YLDs (Years Lived with Disability),Delaware,Both,All ages,Depressive disorders,Number,2000,1415.7903110043800,2331.1065472387700,646.9582441782470
YLDs (Years Lived with Disability),Delaware,Both,All ages,Depressive disorders,Number,2001,1444.7149075629700,2397.5377873208600,674.54778154105
YLDs (Years Lived with Disability),Delaware,Both,All ages,Depressive disorders,Number,2002,1467.363439529060,2451.2606512333500,688.3702400878120
YLDs (Years Lived with Disability),Delaware,Both,All ages,Depressive disorders,Number,2003,1489.6622202077700,2506.776136203600,702.6831971965340
YLDs (Years Lived with Disability),Delaware,Both,All ages,Depressive disorders,Number,2004,1513.9235231343700,2537.489340581190,711.2353767995790
YLDs (Years Lived with Disability),Delaware,Both,All ages,Depressive disorders,Number,2005,1541.80141526263,2592.515296664990,728.2771097706630
YLDs (Years Lived with Disability),Delaware,Both,All ages,Depressive disorders,Number,2006,1577.970391324660,2630.074025561200,752.5223806584020
YLDs (Years Lived with Disability),Delaware,Both,All ages,Depressive disorders,Number,2007,1619.3431629160100,2678.337864260790,775.096493366023
YLDs (Years Lived with Disability),Delaware,Both,All ages,Depressive disorders,Number,2008,1660.1677107226100,2712.4783555873700,807.140463095826
YLDs (Years Lived with Disability),Delaware,Both,All ages,Depressive disorders,Number,2009,1693.9587180697200,2746.659065725130,827.0024067853030
YLDs (Years Lived with Disability),Delaware,Both,All ages,Depressive disorders,Number,2010,1720.856661483940,2793.143799672700,860.1807884290110
YLDs (Years Lived with Disability),Delaware,Both,All ages,Depressive disorders,Number,2011,1725.3582070332500,2797.60397337627,858.0054753336560
YLDs (Years Lived with Disability),Delaware,Both,All ages,Depressive disorders,Number,2012,1710.6181506638200,2758.2993375302600,860.426403805556
YLDs (Years Lived with Disability),Delaware,Both,All ages,Depressive disorders,Number,2013,1685.7117289533900,2734.5063952913300,846.8989022108970
YLDs (Years Lived with Disability),Delaware,Both,All ages,Depressive disorders,Number,2014,1664.5317421869700,2718.8615456055100,841.7405866947490
YLDs (Years Lived with Disability),Delaware,Both,All ages,Depressive disorders,Number,2015,1659.0441226076600,2688.905294580420,840.382315514494
YLDs (Years Lived with Disability),Delaware,Both,All ages,Depressive disorders,Number,2016,1665.667219145950,2725.578244746990,836.5652477340610
YLDs (Years Lived with Disability),Delaware,Both,All ages,Depressive disorders,Number,2017,1673.0960137070500,2746.0901090416700,837.1370093264090
YLDs (Years Lived with Disability),Delaware,Both,All ages,Depressive disorders,Number,2018,1679.9443370177600,2754.5263409101500,833.9223049406030
YLDs (Years Lived with Disability),Delaware,Both,All ages,Depressive disorders,Number,2019,1691.1408998042900,2795.9970602654800,837.9081857099310
YLDs (Years Lived with Disability),Delaware,Both,All ages,Depressive disorders,Number,2020,1894.6323981748400,3233.2054142323400,924.0513898611420
YLDs (Years Lived with Disability),Delaware,Both,All ages,Depressive disorders,Number,2021,1875.5074999763900,3164.361110525940,900.4113815072620
YLDs (Years Lived with Disability),Georgia,Both,All ages,Depressive disorders,Number,1990,8229.183819688990,14061.963563195500,3782.379806974470
YLDs (Years Lived with Disability),Georgia,Both,All ages,Depressive disorders,Number,1991,8902.864693238210,15054.77288462540,4096.996188182640
YLDs (Years Lived with Disability),Georgia,Both,All ages,Depressive disorders,Number,1992,9602.897440724460,16312.863779878400,4318.634362650050
YLDs (Years Lived with Disability),Georgia,Both,All ages,Depressive disorders,Number,1993,10277.45928655370,17571.846687653700,4640.394420545610
YLDs (Years Lived with Disability),Georgia,Both,All ages,Depressive disorders,Number,1994,10935.379906546500,18689.441548747900,4950.995991952040
YLDs (Years Lived with Disability),Georgia,Both,All ages,Depressive disorders,Number,1995,11530.26470193090,19654.273388350700,5162.643208572140
YLDs (Years Lived with Disability),Georgia,Both,All ages,Depressive disorders,Number,1996,12213.879229433900,20437.08497178620,5450.9900811995100
YLDs (Years Lived with Disability),Georgia,Both,All ages,Depressive disorders,Number,1997,13002.640266773600,21935.678868006500,5868.814399725820
YLDs (Years Lived with Disability),Georgia,Both,All ages,Depressive disorders,Number,1998,13836.160943773600,23339.69140558500,6437.273570222870
YLDs (Years Lived with Disability),Georgia,Both,All ages,Depressive disorders,Number,1999,14581.53160396500,24433.506314992500,6783.333288317610
YLDs (Years Lived with Disability),Georgia,Both,All ages,Depressive disorders,Number,2000,15117.147357798200,25449.035780670600,7052.4883521873300
YLDs (Years Lived with Disability),Georgia,Both,All ages,Depressive disorders,Number,2001,15434.63900436120,25845.71887530900,7258.953331143000
YLDs (Years Lived with Disability),Georgia,Both,All ages,Depressive disorders,Number,2002,15672.464663922400,26252.54466253500,7339.741405464510
YLDs (Years Lived with Disability),Georgia,Both,All ages,Depressive disorders,Number,2003,15875.353296674400,26734.76953391030,7368.424990660660
YLDs (Years Lived with Disability),Georgia,Both,All ages,Depressive disorders,Number,2004,16061.38878179130,27336.133870297300,7407.052887086860
YLDs (Years Lived with Disability),Georgia,Both,All ages,Depressive disorders,Number,2005,16316.326271544500,27989.22750045300,7654.580849792020
YLDs (Years Lived with Disability),Georgia,Both,All ages,Depressive disorders,Number,2006,16646.73380451230,28253.73556973700,7824.841473160950
YLDs (Years Lived with Disability),Georgia,Both,All ages,Depressive disorders,Number,2007,17025.582124375700,28842.38157395210,8028.668015408160
YLDs (Years Lived with Disability),Georgia,Both,All ages,Depressive disorders,Number,2008,17411.2118735508,29398.049965009200,8391.893083726480
YLDs (Years Lived with Disability),Georgia,Both,All ages,Depressive disorders,Number,2009,17758.417201977700,29897.625280128800,8757.039557796700
YLDs (Years Lived with Disability),Georgia,Both,All ages,Depressive disorders,Number,2010,18049.447078301500,30096.663196267400,8905.132280989450
YLDs (Years Lived with Disability),Georgia,Both,All ages,Depressive disorders,Number,2011,18108.06215793520,30073.90424849090,9011.688167446600
YLDs (Years Lived with Disability),Georgia,Both,All ages,Depressive disorders,Number,2012,17972.641672804500,30001.339792483600,9014.784465052360
YLDs (Years Lived with Disability),Georgia,Both,All ages,Depressive disorders,Number,2013,17736.93705277790,29792.75676308190,8909.96220409458
YLDs (Years Lived with Disability),Georgia,Both,All ages,Depressive disorders,Number,2014,17515.119095198600,29146.12411220820,8779.20419775982
YLDs (Years Lived with Disability),Georgia,Both,All ages,Depressive disorders,Number,2015,17448.287228960600,29066.13144568970,8880.038798620540
YLDs (Years Lived with Disability),Georgia,Both,All ages,Depressive disorders,Number,2016,17536.424056168200,29304.71509415240,8873.127189478740
YLDs (Years Lived with Disability),Georgia,Both,All ages,Depressive disorders,Number,2017,17624.866554914500,29162.68273929230,8944.341249339440
YLDs (Years Lived with Disability),Georgia,Both,All ages,Depressive disorders,Number,2018,17727.975120584200,29394.39295876500,9048.585575744900
YLDs (Years Lived with Disability),Georgia,Both,All ages,Depressive disorders,Number,2019,17848.99432155260,29651.808392926700,9124.191054016220
YLDs (Years Lived with Disability),Georgia,Both,All ages,Depressive disorders,Number,2020,19818.882154973500,33953.525157993700,9602.131553018680
YLDs (Years Lived with Disability),Georgia,Both,All ages,Depressive disorders,Number,2021,19961.558037258600,34255.150510170600,9464.550298065720
YLDs (Years Lived with Disability),Hawaii,Both,All ages,Depressive disorders,Number,1990,1743.42476883937,2880.2597083929800,885.2109720385190
YLDs (Years Lived with Disability),Hawaii,Both,All ages,Depressive disorders,Number,1991,1841.0425963833500,3103.922128354880,923.3741660284490
YLDs (Years Lived with Disability),Hawaii,Both,All ages,Depressive disorders,Number,1992,1932.703469671140,3249.080064465510,974.9361108078240
YLDs (Years Lived with Disability),Hawaii,Both,All ages,Depressive disorders,Number,1993,2012.9668757538200,3377.795600005210,1007.33486491524
YLDs (Years Lived with Disability),Hawaii,Both,All ages,Depressive disorders,Number,1994,2082.434355447940,3464.1318793190400,1060.6121370150300
YLDs (Years Lived with Disability),Hawaii,Both,All ages,Depressive disorders,Number,1995,2138.4362082764600,3554.6639786893700,1086.4098422861900
YLDs (Years Lived with Disability),Hawaii,Both,All ages,Depressive disorders,Number,1996,2210.741867998420,3675.524089421030,1118.982395045620
YLDs (Years Lived with Disability),Hawaii,Both,All ages,Depressive disorders,Number,1997,2311.8411291535500,3740.565452964800,1178.964241978840
YLDs (Years Lived with Disability),Hawaii,Both,All ages,Depressive disorders,Number,1998,2419.7632101648200,3947.906987225650,1238.0043197351100
YLDs (Years Lived with Disability),Hawaii,Both,All ages,Depressive disorders,Number,1999,2515.2982563519400,4026.644732564380,1311.2389468091700
YLDs (Years Lived with Disability),Hawaii,Both,All ages,Depressive disorders,Number,2000,2563.7558384457700,4083.994715142090,1348.7895988226900
YLDs (Years Lived with Disability),Hawaii,Both,All ages,Depressive disorders,Number,2001,2587.179484714400,4079.933338260450,1363.5462506526600
YLDs (Years Lived with Disability),Hawaii,Both,All ages,Depressive disorders,Number,2002,2604.4633156888700,4109.702880710900,1358.1672676963400
YLDs (Years Lived with Disability),Hawaii,Both,All ages,Depressive disorders,Number,2003,2617.205284864360,4121.375584218540,1376.5475239952900
YLDs (Years Lived with Disability),Hawaii,Both,All ages,Depressive disorders,Number,2004,2633.8178359853200,4152.815965396530,1373.4175126238700
YLDs (Years Lived with Disability),Hawaii,Both,All ages,Depressive disorders,Number,2005,2662.32833048114,4247.6001218213000,1386.0901529913300
YLDs (Years Lived with Disability),Hawaii,Both,All ages,Depressive disorders,Number,2006,2704.8818326513900,4261.766901474,1434.3539565470800
YLDs (Years Lived with Disability),Hawaii,Both,All ages,Depressive disorders,Number,2007,2757.295816193540,4343.038479675460,1476.2506849359000
YLDs (Years Lived with Disability),Hawaii,Both,All ages,Depressive disorders,Number,2008,2812.45309755099,4398.888639949620,1515.4151623686800
YLDs (Years Lived with Disability),Hawaii,Both,All ages,Depressive disorders,Number,2009,2862.496078694510,4509.798525616730,1543.5599643021600
YLDs (Years Lived with Disability),Hawaii,Both,All ages,Depressive disorders,Number,2010,2893.476629019580,4521.705820057760,1545.2148540820600
YLDs (Years Lived with Disability),Hawaii,Both,All ages,Depressive disorders,Number,2011,2896.2345767789500,4502.63444813601,1571.592147589220
